id,study_id,synthesis,study,year,doi,journal,title,country,region,site,lat,lon,crop,cropFull,outcome,subOutcome,unit,practice,practiceDetail,comparator,cMean,cSD,cN,tMean,tSD,tN,lnRR,lnRR_SE,value,years
"MD_Paut,_24_A glo_Sc_454",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Cowpea,Cowpea-Maize,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing mixed),Monoculture,38.03,,3.0,44.67,,3.0,0.1609,,17.5,2.0
"MD_Paut,_24_A glo_Sc_455",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea-Cowpea,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing mixed),Monoculture,38.03,,3.0,52.68,,3.0,0.3259,,38.5,2.0
"MD_Paut,_24_A glo_Sc_456",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Cowpea,Cowpea-Maize,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing mixed),Monoculture,38.03,,3.0,38.44,,3.0,0.0107,,1.1,2.0
"MD_Paut,_24_A glo_Sc_457",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea-Cowpea,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing mixed),Monoculture,38.03,,3.0,47.61,,3.0,0.2247,,25.2,2.0
"MD_Paut,_24_A glo_Sc_458",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea,Soil Quality,Soil Available Nitrogen,mg/kg,Reduced Tillage,Reduced Tillage,Conventional Tillage,38.120000000000005,,3.0,45.15,,3.0,0.1693,,18.4,2.0
"MD_Paut,_24_A glo_Sc_459",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea-Maize,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing),Monoculture,38.120000000000005,,3.0,44.27,,3.0,0.1496,,16.1,2.0
"MD_Paut,_24_A glo_Sc_460",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea-Cowpea,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing mixed),Monoculture,38.120000000000005,,3.0,52.68,,3.0,0.3235,,38.2,2.0
"MD_Paut,_24_A glo_Sc_461",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea-Maize,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing),Monoculture,38.120000000000005,,3.0,36.79,,3.0,-0.0355,,-3.5,2.0
"MD_Paut,_24_A glo_Sc_462",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea-Cowpea,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing mixed),Monoculture,38.120000000000005,,3.0,47.61,,3.0,0.2223,,24.9,2.0
"MD_Paut,_24_A glo_Sc_463",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea-Maize,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing),Monoculture,38.239999999999995,,3.0,54.74,,3.0,0.3587,,43.1,2.0
"MD_Paut,_24_A glo_Sc_464",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Cowpea,Cowpea-Maize,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing mixed),Monoculture,38.239999999999995,,3.0,54.8,,3.0,0.3598,,43.3,2.0
"MD_Paut,_24_A glo_Sc_465",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Maize,Maize,Soil Quality,Soil Available Nitrogen,mg/kg,No Fertilizers Applied,No Fertilizers Applied,External input dependency,46.709999999999994,,3.0,38.239999999999995,,3.0,-0.2001,,-18.1,2.0
"MD_Paut,_24_A glo_Sc_466",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea-Maize,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing),Monoculture,46.709999999999994,,3.0,54.74,,3.0,0.1586,,17.2,2.0
"MD_Paut,_24_A glo_Sc_467",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Cowpea,Cowpea-Maize,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing mixed),Monoculture,46.709999999999994,,3.0,54.8,,3.0,0.1597,,17.3,2.0
"MD_Paut,_24_A glo_Sc_468",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Cowpea,Cowpea-Maize,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing mixed),Monoculture,55.07,,3.0,54.8,,3.0,-0.0049,,-0.5,2.0
"MD_Paut,_24_A glo_Sc_469",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea-Cowpea,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing mixed),Monoculture,55.07,,3.0,62.04,,3.0,0.1192,,12.7,2.0
"MD_Paut,_24_A glo_Sc_470",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea-Maize,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing),Monoculture,55.39,,3.0,54.74,,3.0,-0.0118,,-1.2,2.0
"MD_Paut,_24_A glo_Sc_471",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea-Cowpea,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing mixed),Monoculture,55.39,,3.0,62.04,,3.0,0.1134,,12.0,2.0
"MD_Paut,_24_A glo_Sc_472",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Maize,Maize,Soil Quality,Soil Available Nitrogen,mg/kg,Reduced Tillage,Reduced Tillage,Conventional Tillage,23.7,,3.0,38.239999999999995,,3.0,0.4784,,61.4,2.0
"MD_Paut,_24_A glo_Sc_473",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Maize,Maize,Soil Quality,Soil Available Nitrogen,mg/kg,Reduced Tillage,Reduced Tillage,Conventional Tillage,23.7,,3.0,46.709999999999994,,3.0,0.6785,,97.1,2.0
"MD_Paut,_24_A glo_Sc_474",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea-Maize,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing),Monoculture,23.7,,3.0,54.74,,3.0,0.8371,,131.0,2.0
"MD_Paut,_24_A glo_Sc_475",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Cowpea,Cowpea-Maize,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing mixed),Monoculture,23.7,,3.0,54.8,,3.0,0.8382,,131.2,2.0
"MD_Paut,_24_A glo_Sc_476",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea-Maize,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing),Monoculture,23.7,,3.0,47.01,,3.0,0.6849,,98.4,2.0
"MD_Paut,_24_A glo_Sc_477",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Cowpea,Cowpea-Maize,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing),Monoculture,23.7,,3.0,48.27,,3.0,0.7113,,103.7,2.0
"MD_Paut,_24_A glo_Sc_478",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Maize,Maize,Soil Quality,Soil Available Nitrogen,mg/kg,Reduced Tillage,Reduced Tillage,Conventional Tillage,30.94,,3.0,38.239999999999995,,3.0,0.2118,,23.6,2.0
"MD_Paut,_24_A glo_Sc_479",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Maize,Maize,Soil Quality,Soil Available Nitrogen,mg/kg,Reduced Tillage,Reduced Tillage,Conventional Tillage,30.94,,3.0,46.709999999999994,,3.0,0.4119,,51.0,2.0
"MD_Paut,_24_A glo_Sc_480",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Maize,Maize,Soil Quality,Soil Available Nitrogen,mg/kg,No Fertilizers Applied,No Fertilizers Applied,External input dependency,30.94,,3.0,23.7,,3.0,-0.2666,,-23.4,2.0
"MD_Paut,_24_A glo_Sc_481",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea-Maize,Soil Quality,Soil Available Nitrogen,mg/kg,No Fertilizers Applied,No Fertilizers Applied,External input dependency,30.94,,3.0,47.01,,3.0,0.4183,,51.9,2.0
"MD_Paut,_24_A glo_Sc_482",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Cowpea,Cowpea-Maize,Soil Quality,Soil Available Nitrogen,mg/kg,No Fertilizers Applied,No Fertilizers Applied,External input dependency,30.94,,3.0,48.27,,3.0,0.4448,,56.0,2.0
"MD_Paut,_24_A glo_Sc_483",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Cowpea,Cowpea,Soil Quality,Soil Available Nitrogen,mg/kg,Reduced Tillage,Reduced Tillage,Conventional Tillage,48.52,,3.0,55.07,,3.0,0.1266,,13.5,2.0
"MD_Paut,_24_A glo_Sc_484",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Cowpea,Cowpea-Maize,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing mixed),Monoculture,48.52,,3.0,54.8,,3.0,0.1217,,12.9,2.0
"MD_Paut,_24_A glo_Sc_485",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea-Cowpea,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing mixed),Monoculture,48.52,,3.0,62.04,,3.0,0.2458,,27.9,2.0
"MD_Paut,_24_A glo_Sc_486",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Cowpea,Cowpea-Maize,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing),Monoculture,48.52,,3.0,48.27,,3.0,-0.0052,,-0.5,2.0
"MD_Paut,_24_A glo_Sc_487",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea-Cowpea,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing),Monoculture,48.52,,3.0,50.79,,3.0,0.0457,,4.7,2.0
"MD_Paut,_24_A glo_Sc_488",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea,Soil Quality,Soil Available Nitrogen,mg/kg,Reduced Tillage,Reduced Tillage,Conventional Tillage,46.44,,3.0,55.39,,3.0,0.1762,,19.3,2.0
"MD_Paut,_24_A glo_Sc_489",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea-Maize,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing),Monoculture,46.44,,3.0,54.74,,3.0,0.1644,,17.9,2.0
"MD_Paut,_24_A glo_Sc_490",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea-Cowpea,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing mixed),Monoculture,46.44,,3.0,62.04,,3.0,0.2896,,33.6,2.0
"MD_Paut,_24_A glo_Sc_491",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea-Maize,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing),Monoculture,46.44,,3.0,47.01,,3.0,0.0122,,1.2,2.0
"MD_Paut,_24_A glo_Sc_492",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea-Cowpea,Soil Quality,Soil Available Nitrogen,mg/kg,Intercropping,Intercropping (N fixing),Monoculture,46.44,,3.0,50.79,,3.0,0.0895,,9.4,2.0
"MD_Paut,_24_A glo_Sc_493",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea-Maize,Soil Quality,Soil Available Phosphorus,mg/kg,Intercropping,Intercropping (N fixing),Monoculture,19.35,,3.0,25.06,,3.0,0.2586,,29.5,2.0
"MD_Paut,_24_A glo_Sc_494",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Cowpea,Cowpea-Maize,Soil Quality,Soil Available Phosphorus,mg/kg,Intercropping,Intercropping (N fixing),Monoculture,19.35,,3.0,25.53,,3.0,0.2772,,31.9,2.0
"MD_Paut,_24_A glo_Sc_495",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Maize,Maize,Soil Quality,Soil Available Phosphorus,mg/kg,No Fertilizers Applied,No Fertilizers Applied,External input dependency,19.81,,3.0,19.35,,3.0,-0.0235,,-2.3,2.0
"MD_Paut,_24_A glo_Sc_496",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea-Maize,Soil Quality,Soil Available Phosphorus,mg/kg,Intercropping,Intercropping (N fixing),Monoculture,19.81,,3.0,25.06,,3.0,0.2351,,26.5,2.0
"MD_Paut,_24_A glo_Sc_497",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Cowpea,Cowpea-Maize,Soil Quality,Soil Available Phosphorus,mg/kg,Intercropping,Intercropping (N fixing),Monoculture,19.81,,3.0,25.53,,3.0,0.2537,,28.9,2.0
"MD_Paut,_24_A glo_Sc_498",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Cowpea,Cowpea-Maize,Soil Quality,Soil Available Phosphorus,mg/kg,Intercropping,Intercropping (N fixing),Monoculture,25.04,,3.0,25.53,,3.0,0.0194,,2.0,2.0
"MD_Paut,_24_A glo_Sc_499",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea-Cowpea,Soil Quality,Soil Available Phosphorus,mg/kg,Intercropping,Intercropping (N fixing),Monoculture,25.04,,3.0,27.44,,3.0,0.0915,,9.6,2.0
"MD_Paut,_24_A glo_Sc_500",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea-Maize,Soil Quality,Soil Available Phosphorus,mg/kg,Intercropping,Intercropping (N fixing),Monoculture,23.61,,3.0,25.06,,3.0,0.0596,,6.1,2.0
"MD_Paut,_24_A glo_Sc_501",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Pigeon Pea,Pigeon Pea-Cowpea,Soil Quality,Soil Available Phosphorus,mg/kg,Intercropping,Intercropping (N fixing),Monoculture,23.61,,3.0,27.44,,3.0,0.1503,,16.2,2.0
"MD_Paut,_24_A glo_Sc_502",JA_Phiri_24_Compa_Ag,"MD_Paut,_24_A glo_Sc",Phiri et al. 2024,2024,10.1002/agg2.20503,Agrosystems Geosci &amp; Env,Comparative effects of legume-based intercropping systems involving pigeon pea and cowpea under deep-bed and conventional tillage systems in Malawi,Malawi,Southern Africa,Msongwe,-11.4742,34.0581,Maize,Maize,Soil Quality,Soil Available Phosphorus,mg/kg,Reduced Tillage,Reduced Tillage,Conventional Tillage,15.2,,3.0,19.35,,3.0,0.2414,,27.3,2.0
